iter	F1	Logloss
0	0.7729636049	0.5521924345
1	0.7642585551	0.4477745716
2	0.7682352941	0.3739447539
3	0.7708830549	0.3075764585
4	0.7829787234	0.2533641878
5	0.7903030303	0.2152247161
6	0.7920910725	0.1802827962
7	0.811785929	0.1544513647
8	0.811785929	0.1353535203
9	0.8173598553	0.1189587558
10	0.8306942753	0.1064629038
11	0.8354740061	0.09787019836
12	0.8355828221	0.09061248014
13	0.8317815022	0.08682517674
14	0.8315591735	0.08326765045
15	0.8338518979	0.0781412895
16	0.835096453	0.0744634358
17	0.835839599	0.072171466
18	0.8361581921	0.07017621353
19	0.8367729831	0.06699428957
20	0.8436911488	0.0646150271
21	0.8447517285	0.06270970997
22	0.8477987421	0.0608901128
23	0.8499369483	0.06029256002
24	0.8539042821	0.05889654678
25	0.8546255507	0.05806913186
26	0.8557025835	0.05694710243
27	0.8530150754	0.05603202762
28	0.8578616352	0.05522365808
29	0.8584015104	0.05447167704
30	0.8582230624	0.05389475685
31	0.8567839196	0.05314155767
32	0.8578616352	0.05259156102
33	0.8542586751	0.05199305239
34	0.8542586751	0.0513830275
35	0.8573232323	0.05085735568
36	0.8573232323	0.05031743572
37	0.8589500316	0.05004399092
38	0.8603916614	0.04971547096
39	0.8594936709	0.04923750335
40	0.8602150538	0.04901047358
41	0.8602150538	0.04887006587
42	0.8645242596	0.04841639458
43	0.8647281922	0.04813229898
44	0.8638378721	0.04753813962
45	0.8654822335	0.0473616023
46	0.8669201521	0.04711208675
47	0.865652725	0.04693516414
48	0.8687381103	0.04674972166
49	0.8696202532	0.04634224393
50	0.8696202532	0.04625307309
51	0.8696202532	0.04605432897
52	0.8696202532	0.04579059553
53	0.8696202532	0.04576122433
54	0.8721518987	0.04549605635
55	0.8721518987	0.04534368156
56	0.8721518987	0.04530961093
57	0.8723135272	0.04517917764
58	0.8714376187	0.04499175084
59	0.8741302973	0.04480076179
60	0.8735777497	0.04467042654
61	0.875	0.04435828395
62	0.8735777497	0.04423343221
63	0.8741302973	0.04404485405
64	0.8734177215	0.04377517091
65	0.8739708676	0.04362863567
66	0.8739708676	0.04354164943
67	0.8732572877	0.04347779166
68	0.8732572877	0.04340214285
69	0.8732572877	0.04334183067
70	0.8745247148	0.04312123445
71	0.8746835443	0.0429037273
72	0.8768161718	0.04262033927
73	0.8762626263	0.04249182405
74	0.8775252525	0.04225269742
75	0.8794952681	0.04204962187
76	0.8794952681	0.04195265327
77	0.8780795957	0.04186806173
78	0.8775252525	0.04177610909
79	0.8780795957	0.04162416097
80	0.8766603416	0.04148766912
81	0.8794952681	0.04127507029
82	0.8789407314	0.04108597728
83	0.8782334385	0.04106995429
84	0.8789407314	0.04098582678
85	0.8814627995	0.04066906643
86	0.8814627995	0.04057406891
87	0.8814627995	0.04044877476
88	0.8828715365	0.04020106244
89	0.8821676118	0.04017986899
90	0.8851010101	0.04000814908
91	0.885660139	0.03998104293
92	0.8869235629	0.03984532771
93	0.8852459016	0.03976025158
94	0.8852459016	0.03972752762
95	0.8853904282	0.03944055917
96	0.8858044164	0.03930014691
97	0.8845425868	0.03919356809
98	0.8846880907	0.03913331778
99	0.8849557522	0.03902916206
100	0.8838383838	0.03889922018
101	0.8843967151	0.03879686562
102	0.885660139	0.03858901967
103	0.8880455408	0.03839579835
104	0.8886075949	0.03832532699
105	0.8880455408	0.03830236929
106	0.8886075949	0.03826956005
107	0.8880455408	0.03819839637
108	0.8886075949	0.03809989793
109	0.8893105629	0.03789959845
110	0.8893105629	0.0377529948
111	0.8911392405	0.03756373833
112	0.8905755851	0.03745335652
113	0.8905755851	0.0372813503
114	0.8887484197	0.03719677378
115	0.8893105629	0.03718233166
116	0.8887484197	0.03713898528
117	0.8900126422	0.03688926203
118	0.8900126422	0.03680089974
119	0.8914141414	0.03675325276
120	0.8914141414	0.03670591417
121	0.8932406822	0.03656667766
122	0.8919772584	0.0363118681
123	0.8925410872	0.03622919608
124	0.8943706515	0.03606071781
125	0.8943706515	0.03591123197
126	0.8942368588	0.03583481173
127	0.8936708861	0.03577910887
128	0.8936708861	0.03568613217
129	0.8936708861	0.03565896708
130	0.8943706515	0.03557307669
131	0.8956356736	0.03549651717
132	0.8956356736	0.03545323917
133	0.8962025316	0.03531007772
134	0.8955034832	0.03523592429
135	0.8967701077	0.0350636331
136	0.8967701077	0.03501834717
137	0.897338403	0.03489457322
138	0.897338403	0.03481783192
139	0.8980367321	0.03466608991
140	0.8979074192	0.03462586828
141	0.8998732573	0.03447857494
142	0.8998732573	0.03444896354
143	0.89917565	0.03436598523
144	0.8998732573	0.03424736642
145	0.9012658228	0.03413667699
146	0.9019607843	0.03399942762
147	0.9019607843	0.03388288001
148	0.9025316456	0.03381332786
149	0.9018366054	0.03374135176
150	0.9010152284	0.03367227599
151	0.9049429658	0.03339922788
152	0.9062103929	0.0333193151
153	0.908285895	0.03314795573
154	0.9075949367	0.03310398863
155	0.908285895	0.03303848658
156	0.9069031032	0.0328713017
157	0.9089759798	0.03275856776
158	0.9101265823	0.03267152323
159	0.9107029766	0.03249949528
160	0.9107029766	0.03249054298
161	0.9107029766	0.03248258889
162	0.9113924051	0.03237733963
163	0.9113924051	0.03236497068
164	0.9124365482	0.03222705375
165	0.913015873	0.03205815007
166	0.9123252859	0.03196201608
167	0.9117460317	0.03187905326
168	0.9135959339	0.03177346888
169	0.9129052765	0.03166955692
170	0.914866582	0.03156096786
171	0.9142857143	0.03137237108
172	0.9142857143	0.03136022561
173	0.9142857143	0.03127754855
174	0.9135959339	0.03117079933
175	0.9142857143	0.03101493803
176	0.9142857143	0.0309380493
177	0.91613723	0.03080589446
178	0.9168253968	0.03074100303
179	0.91613723	0.03067602151
180	0.917407878	0.03061349699
181	0.917407878	0.03045375232
182	0.917407878	0.03033619728
183	0.9180952381	0.03017211317
184	0.917407878	0.0300941308
185	0.9168253968	0.0299030649
186	0.9180952381	0.02987007143
187	0.9168253968	0.02985024903
188	0.9180952381	0.02975920602
189	0.918678526	0.02968236802
190	0.9205340114	0.02955738432
191	0.9205340114	0.02948263382
192	0.9205340114	0.0294748211
193	0.9205340114	0.02939818072
194	0.9205340114	0.02931068531
195	0.9205340114	0.02925864092
196	0.9205340114	0.0291455622
197	0.9211195929	0.02911025175
198	0.9211195929	0.02907987208
199	0.9211195929	0.02905638965
200	0.9218054673	0.02895860227
201	0.9218054673	0.02893429331
202	0.9218054673	0.02889014935
203	0.9223918575	0.02881157945
204	0.9223918575	0.02876833361
205	0.9218054673	0.0286505198
206	0.9218054673	0.02855372742
207	0.9223918575	0.02853458937
208	0.9230769231	0.02844297074
209	0.9229789943	0.02830424109
210	0.9229789943	0.02826808139
211	0.9257142857	0.02806351877
212	0.9256198347	0.02791353153
213	0.9256198347	0.02784481242
214	0.9256198347	0.02782681888
215	0.926984127	0.02773915404
216	0.9275730623	0.02771633265
217	0.9282539683	0.02767880279
218	0.9288437103	0.02767289058
219	0.9288437103	0.02765997253
220	0.9288437103	0.02764608065
221	0.9288437103	0.02756263083
222	0.927480916	0.02751568656
223	0.9294342022	0.02746231172
224	0.9312977099	0.02735375043
225	0.9336734694	0.02722896962
226	0.9343530911	0.02719655268
227	0.9343530911	0.0270866409
228	0.935709739	0.02695968014
229	0.9356277884	0.02693065423
230	0.9363057325	0.02680394238
231	0.9369828135	0.02670677884
232	0.9369828135	0.02661542655
233	0.9369828135	0.02650521081
234	0.9369828135	0.02650395433
235	0.9369828135	0.02644792915
236	0.9376590331	0.0263874301
237	0.9369828135	0.02628229728
238	0.9369828135	0.02626492619
239	0.9369828135	0.02625066555
240	0.9369828135	0.0262483884
241	0.9369828135	0.02624017153
242	0.9375796178	0.02609470986
243	0.9390088945	0.02603073218
244	0.9390862944	0.02600765537
245	0.9396825397	0.02594455073
246	0.9397590361	0.02586745852
247	0.940952381	0.02584183411
248	0.9428208386	0.0257010053
249	0.9422222222	0.02568599081
250	0.9422222222	0.02567705349
251	0.9422954978	0.02560556088
252	0.9416983523	0.02552680131
253	0.9416983523	0.02548925812
254	0.9422222222	0.02541238621
255	0.9422222222	0.02539288793
256	0.9416243655	0.02530602459
257	0.9416243655	0.02530487504
258	0.9416243655	0.02528728325
259	0.9421487603	0.02520474653
260	0.9427480916	0.02512765693
261	0.9427480916	0.02511149948
262	0.9427480916	0.02509428822
263	0.9421487603	0.025034602
264	0.9433481859	0.0248965323
265	0.9433481859	0.02478061914
266	0.9433481859	0.0247695053
267	0.9433481859	0.02476278458
268	0.9433481859	0.0247369628
269	0.9427480916	0.02467634142
270	0.9427480916	0.02464903528
271	0.9427480916	0.02463272685
272	0.9427480916	0.02461752518
273	0.9433481859	0.02455636026
274	0.9440203562	0.02451656237
275	0.9433481859	0.02446957684
276	0.9433481859	0.02445574994
277	0.9446212603	0.02438151112
278	0.9465648855	0.02432718895
279	0.9477707006	0.02425117918
280	0.949044586	0.02421394807
281	0.9497135582	0.0241554896
282	0.9497135582	0.02410444254
283	0.9496494583	0.02405132534
284	0.9496494583	0.02398334434
285	0.9496494583	0.02398334415
286	0.9496494583	0.02397386164
287	0.9509241555	0.02395100589
288	0.9508615188	0.02389985308
289	0.9515306122	0.02386710858
290	0.9515306122	0.02380674843
291	0.9521988528	0.02374803237
292	0.95347355	0.02365987288
293	0.9540229885	0.0235711384
294	0.9540229885	0.02342865475
295	0.9540229885	0.0234286541
296	0.9540229885	0.02334948546
297	0.9533546326	0.02332805615
298	0.9540229885	0.02322088106
299	0.9546904914	0.02316740726
300	0.9553571429	0.02304714986
301	0.9546904914	0.02293295781
302	0.9553571429	0.02287103054
303	0.9553571429	0.02281380508
304	0.9560229446	0.02276224161
305	0.9560229446	0.02273948042
306	0.9566326531	0.02266090724
307	0.9585194639	0.02259160486
308	0.9585194639	0.02253103763
309	0.9579081633	0.02250072598
310	0.9578544061	0.02241561854
311	0.9585194639	0.0223611255
312	0.9585194639	0.0223500024
313	0.9585194639	0.02231020498
314	0.9591315453	0.02227977652
315	0.9584664537	0.02225762746
316	0.9585194639	0.02222964117
317	0.9585194639	0.02219784381
318	0.9585194639	0.02219050869
319	0.9597444089	0.02209417174
320	0.9597444089	0.02205601739
321	0.9597444089	0.02201021492
322	0.9597444089	0.0219583492
323	0.9590792839	0.02192913083
324	0.9590792839	0.02192311194
325	0.9590792839	0.02190737634
326	0.9590792839	0.02187567451
327	0.9596928983	0.02184911789
328	0.9603072983	0.02179314856
329	0.9609724888	0.02177678133
330	0.9609724888	0.02169245996
331	0.9622520793	0.02160701687
332	0.9635316699	0.02150134907
333	0.9635316699	0.0214798303
334	0.9635316699	0.02144474664
335	0.9641485275	0.02135638705
336	0.9647661755	0.02126010769
337	0.9648112604	0.02120349751
338	0.9654289373	0.02114302263
339	0.9654289373	0.02112227655
340	0.9653846154	0.0210607256
341	0.9653846154	0.0210497439
342	0.966709347	0.02098113241
343	0.966709347	0.02091309666
344	0.966709347	0.02088831559
345	0.9653846154	0.02082767187
346	0.966709347	0.02076685225
347	0.9660908509	0.020604455
348	0.9667519182	0.02052041903
349	0.9673704415	0.02051014075
350	0.9673704415	0.02049189954
351	0.9679897567	0.02044899307
352	0.9679897567	0.02039751979
353	0.9666666667	0.02036602761
354	0.9679897567	0.02029367225
355	0.9673286355	0.02025108801
356	0.9673286355	0.02018102883
357	0.9673286355	0.02013604473
358	0.9673286355	0.02011559833
359	0.9673286355	0.02011163903
360	0.9673286355	0.02011108982
361	0.9673286355	0.02007657619
362	0.9673286355	0.02005761541
363	0.9679487179	0.02002895474
364	0.9686098655	0.02001081857
365	0.9673286355	0.01997270434
366	0.9673286355	0.01997129917
367	0.9704749679	0.01985430606
368	0.9704749679	0.01976312379
369	0.9704749679	0.01971392103
370	0.9704749679	0.01971296429
371	0.9698137444	0.01967595626
372	0.9704749679	0.01967510907
373	0.9698137444	0.01963350535
374	0.9710982659	0.01959203526
375	0.971758665	0.01959123507
376	0.9710982659	0.01958790724
377	0.9717948718	0.01949360215
378	0.9717948718	0.01941543936
379	0.9730769231	0.01938257233
380	0.9730769231	0.01936966706
381	0.9717948718	0.0193325601
382	0.9717948718	0.01931418173
383	0.9717948718	0.01930217663
384	0.9717948718	0.019291017
385	0.9724535554	0.01925353629
386	0.9724182168	0.01920365927
387	0.973042362	0.01918548009
388	0.973042362	0.01916598358
389	0.973042362	0.01916548838
390	0.973042362	0.01913525181
391	0.9730769231	0.01906342824
392	0.9730769231	0.01903428551
393	0.9737010904	0.01898251233
394	0.9737010904	0.01895207173
395	0.9743589744	0.01889733829
396	0.9743589744	0.01888041506
397	0.9737010904	0.01885032448
398	0.9737010904	0.01882419601
399	0.9737010904	0.01880950659
400	0.9737010904	0.01874490739
401	0.9737010904	0.01872907867
402	0.9737010904	0.01867882868
403	0.9730769231	0.01865413117
404	0.9730769231	0.01863709581
405	0.9730769231	0.01862226446
406	0.9730769231	0.0186219065
407	0.9730769231	0.01857140582
408	0.9737010904	0.01854652847
409	0.9737010904	0.01854144672
410	0.9737010904	0.01853018434
411	0.9737010904	0.018472195
412	0.9743589744	0.01845586531
413	0.9743589744	0.0184059244
414	0.9743589744	0.01837881333
415	0.9743589744	0.01836877518
416	0.9750160154	0.01828964507
417	0.9762972454	0.01819893415
418	0.9762972454	0.01817293506
419	0.9762972454	0.0181254694
420	0.9762972454	0.01808457742
421	0.9762972454	0.01804852155
422	0.9769230769	0.01803028
423	0.9762668377	0.01799433412
424	0.9775784753	0.01791709173
425	0.9769230769	0.01787605901
426	0.9769230769	0.01787194241
427	0.9769230769	0.01786462911
428	0.9769230769	0.01780444497
429	0.9775784753	0.0176836998
430	0.9782330346	0.01761811054
431	0.9782330346	0.0176112295
432	0.9782330346	0.01760428215
433	0.9775784753	0.01759256751
434	0.9782051282	0.01749951036
435	0.9788597053	0.0174565619
436	0.9788597053	0.01744336471
437	0.978832585	0.01742919772
438	0.9801409353	0.01731994108
439	0.9795134443	0.01729933683
440	0.9788597053	0.01721803627
441	0.9788597053	0.01721374959
442	0.9788597053	0.01718230484
443	0.9788597053	0.01714876199
444	0.9788597053	0.01714847268
445	0.9795134443	0.01712947325
446	0.9795134443	0.01710916974
447	0.9795134443	0.0171026015
448	0.9795134443	0.01708393643
449	0.980793854	0.01700388235
450	0.9814459373	0.01694500973
451	0.9814459373	0.01691137037
452	0.9801409353	0.01688481449
453	0.9820971867	0.01684721128
454	0.9820971867	0.0168411979
455	0.9820971867	0.01676083474
456	0.9840255591	0.01671909469
457	0.9840255591	0.01669055886
458	0.9840255591	0.01668603107
459	0.9840255591	0.01665968013
460	0.9840255591	0.01665553307
461	0.9846547315	0.01663223709
462	0.9833546735	0.01660788969
463	0.9833546735	0.01656982285
464	0.9827033953	0.01653267385
465	0.9833546735	0.01649415128
466	0.9833546735	0.01648741568
467	0.9827033953	0.01648395106
468	0.9827033953	0.01644410842
469	0.9827033953	0.01641932961
470	0.9827033953	0.01641230245
471	0.9827033953	0.01639620101
472	0.9820512821	0.01637918
473	0.9820512821	0.0163402554
474	0.9820512821	0.0163290535
475	0.9820512821	0.01632145993
476	0.9827033953	0.01624628443
477	0.9840051184	0.01622178012
478	0.9840051184	0.01620371695
479	0.9840051184	0.01618372859
480	0.9840051184	0.01616205723
481	0.9840051184	0.0161546672
482	0.9840051184	0.01614820694
483	0.9833546735	0.01613627837
484	0.9840051184	0.01610820189
485	0.9833546735	0.01606690865
486	0.9833546735	0.01605413926
487	0.9839846252	0.01601390613
488	0.9839846252	0.01601017684
489	0.9833333333	0.01598896518
490	0.9833333333	0.01595224474
491	0.9833333333	0.01594744881
492	0.9833333333	0.01592974064
493	0.9833333333	0.01588914205
494	0.9833546735	0.01580519416
495	0.9839846252	0.01578278953
496	0.9846350832	0.01571398748
497	0.9846350832	0.01570495153
498	0.9846350832	0.01569981597
499	0.9852658552	0.01560073763
500	0.9846350832	0.01557443414
501	0.9852658552	0.01553366175
502	0.9852658552	0.01552778013
503	0.9852658552	0.01552221155
504	0.9852658552	0.01549314092
505	0.985915493	0.01546585599
506	0.985915493	0.01544095456
507	0.985915493	0.01541666198
508	0.985915493	0.0153560562
509	0.985915493	0.01531509953
510	0.9865470852	0.01527468484
511	0.9865470852	0.01525964213
512	0.9865470852	0.01525684626
513	0.9865470852	0.01525304995
514	0.98784389	0.01518913718
515	0.9891234805	0.01515972103
516	0.9891234805	0.01515482035
517	0.9891234805	0.01514064556
518	0.9891234805	0.01510213685
519	0.9891234805	0.01508274941
520	0.9891234805	0.01505461819
521	0.9891234805	0.01505430445
522	0.9891234805	0.01505367453
523	0.9891234805	0.01504554886
524	0.9891234805	0.01500456471
525	0.9891234805	0.01500045471
526	0.9891234805	0.01499785052
527	0.9884910486	0.0149611414
528	0.9884910486	0.01488712288
529	0.9884910486	0.01483098593
530	0.9884910486	0.01483038534
531	0.9884763124	0.01481391269
532	0.9884763124	0.01479919028
533	0.9884763124	0.01478764827
534	0.9884763124	0.01477558817
535	0.9884763124	0.01476437548
536	0.98784389	0.0147543814
537	0.98784389	0.01472097259
538	0.98784389	0.01471643159
539	0.98784389	0.01466716499
540	0.98784389	0.01462997949
541	0.98784389	0.0146294111
542	0.9884763124	0.01461010179
543	0.9884763124	0.01460224132
544	0.9884763124	0.01459490643
545	0.9884763124	0.01458805443
546	0.9891095452	0.01456568792
547	0.9891095452	0.01451341596
548	0.9891095452	0.01448523787
549	0.9891095452	0.01448024997
550	0.9897567222	0.01446883268
551	0.9897567222	0.01446243684
552	0.9897567222	0.01445644766
553	0.9897567222	0.01444595871
554	0.9897567222	0.01444032563
555	0.9897567222	0.01443122751
556	0.9897567222	0.01441115345
557	0.9897567222	0.01437951887
558	0.9897567222	0.01437254514
559	0.9897567222	0.01434215502
560	0.9897567222	0.01433556266
561	0.9897567222	0.01433023261
562	0.9897567222	0.0143277464
563	0.990403071	0.01428832496
564	0.990403071	0.014288012
565	0.990403071	0.01428550577
566	0.9891095452	0.01426021042
567	0.9891095452	0.01425520025
568	0.990403071	0.0142275826
569	0.990403071	0.01420204248
570	0.9910485934	0.01416191347
571	0.9910485934	0.01415720822
572	0.9910485934	0.01410051312
573	0.9910485934	0.01406823291
