iter	F1	Logloss
150	0.8542936288	0.05545004112
151	0.8549280177	0.05531094127
152	0.8555617045	0.05518141217
153	0.8555617045	0.05510534801
154	0.8555617045	0.05497317654
155	0.8555617045	0.05482642464
156	0.857300885	0.05470438674
157	0.857300885	0.0545312139
158	0.857300885	0.05442328961
159	0.8565121413	0.05430596638
160	0.8563535912	0.05417426155
161	0.8566685113	0.05402722962
162	0.8566685113	0.05396508642
163	0.8549365692	0.05384139242
164	0.8549365692	0.05372317848
165	0.8549365692	0.05361137178
166	0.855567806	0.05353492089
167	0.8549365692	0.05345196669
168	0.8552486188	0.05336134207
169	0.8543046358	0.05324658912
170	0.8552486188	0.05317459098
171	0.8552486188	0.05309818155
172	0.8552486188	0.05304603711
173	0.855721393	0.0529403905
174	0.8552486188	0.05284646448
175	0.8552486188	0.05275583303
176	0.8552486188	0.0526738745
177	0.855721393	0.05258266879
178	0.8552486188	0.05244968782
179	0.8552486188	0.05234492893
180	0.8550884956	0.05226007115
181	0.8561946903	0.05218111818
182	0.8546158098	0.05208364138
183	0.8546158098	0.05202472953
184	0.8546158098	0.05195565278
185	0.8547763666	0.05189539266
186	0.8558807289	0.05185818637
187	0.8558807289	0.05175152186
188	0.8563535912	0.05166684709
189	0.8565121413	0.05160538652
190	0.8560397132	0.05154103677
191	0.8565121413	0.05148069409
192	0.8558807289	0.05139608589
193	0.8558807289	0.0513259358
194	0.8560397132	0.05126354841
195	0.8560397132	0.05119881881
196	0.8560397132	0.05112905929
197	0.8547763666	0.05102017981
198	0.8552486188	0.05094825236
199	0.8547763666	0.05088464483
200	0.8554083885	0.05082576288
201	0.8560397132	0.05075075783
202	0.8554083885	0.05068500575
203	0.8560397132	0.0506509954
204	0.8554083885	0.05057355547
205	0.8560397132	0.0504783219
206	0.8560397132	0.0504026124
207	0.855567806	0.05035043476
208	0.855567806	0.05030168195
209	0.8550964187	0.05023216805
210	0.8561983471	0.05014231845
211	0.8568281938	0.05009351418
212	0.8561983471	0.050041717
213	0.8568281938	0.04999261702
214	0.8568281938	0.04992760171
215	0.8569856986	0.04985402856
216	0.8576140737	0.04976122044
217	0.8576140737	0.04972209958
218	0.8576140737	0.0496672911
219	0.8569856986	0.04962572546
220	0.8569856986	0.04955334827
221	0.8569856986	0.04950449734
222	0.8569856986	0.04944323167
223	0.8576140737	0.04935514522
224	0.8576140737	0.04930520839
225	0.8585580627	0.04924567713
226	0.8585580627	0.0491795637
227	0.8585580627	0.04913622912
228	0.8585580627	0.04906062932
229	0.8585580627	0.04899160954
230	0.8585580627	0.04892685422
231	0.8585580627	0.04887411562
232	0.8602860286	0.0488027842
233	0.8596587782	0.04873887074
234	0.8602860286	0.04868468489
235	0.8609125893	0.04861155586
236	0.8609125893	0.04856163865
237	0.8602860286	0.04850975408
238	0.8602860286	0.0484624724
239	0.8615384615	0.0484096784
240	0.8615384615	0.04833271712
241	0.8615384615	0.04829517404
242	0.8609125893	0.04824903662
243	0.8609125893	0.04818900936
244	0.8615384615	0.0481169344
245	0.8609125893	0.04803867595
246	0.8620120946	0.04796685943
247	0.8618602091	0.04791209932
248	0.8618602091	0.04786750185
249	0.8618602091	0.04780465744
250	0.8618602091	0.04777775532
251	0.8624862486	0.04767712063
252	0.8624862486	0.0476310098
253	0.8624862486	0.04760731291
254	0.8624862486	0.04757779161
255	0.8624862486	0.04753789319
256	0.8624862486	0.04747614025
257	0.8624862486	0.04742496076
258	0.8624862486	0.04736546101
259	0.8624862486	0.04732004475
260	0.8624862486	0.04728045363
261	0.8624862486	0.04723788174
262	0.8624862486	0.04721505034
263	0.8624862486	0.04717791853
264	0.8624862486	0.04712692694
265	0.8624862486	0.04708318132
266	0.8624862486	0.04701341996
267	0.8624862486	0.04698384262
268	0.8631115998	0.04693870662
269	0.8631115998	0.04690106781
270	0.8631115998	0.04687038075
271	0.8635863586	0.04679917984
272	0.8635863586	0.04675685028
273	0.8635863586	0.04672307504
274	0.8635863586	0.04667609174
275	0.8635863586	0.0466212837
276	0.8646864686	0.04656817763
277	0.8646864686	0.04651221382
278	0.8653106102	0.04648088399
279	0.8659340659	0.04639951244
280	0.8659340659	0.04634094944
281	0.8659340659	0.04631928491
282	0.8668866887	0.04624918758
283	0.8664101154	0.04622427602
284	0.8668866887	0.04616844601
285	0.8668866887	0.04613733799
286	0.8668866887	0.04607993917
287	0.8668866887	0.04602732306
288	0.8668866887	0.04600329443
289	0.8675096207	0.04592985358
290	0.8675096207	0.04589705177
291	0.8675096207	0.0458519239
292	0.8675096207	0.04581144867
293	0.8675096207	0.04578500383
294	0.8675096207	0.04574527633
295	0.8675096207	0.04572052872
296	0.8684645019	0.04564274917
297	0.8684645019	0.04560055327
298	0.8678414097	0.04555782093
299	0.8695652174	0.04550457484
300	0.8695652174	0.0454412416
301	0.8695652174	0.04541873427
302	0.8701870187	0.04539173529
303	0.8701870187	0.04535590155
304	0.8701870187	0.04532038277
305	0.8701870187	0.04526662628
306	0.8701870187	0.04523298256
307	0.8706659329	0.04519415913
308	0.8712871287	0.04514851042
309	0.8712871287	0.04512846263
310	0.8712871287	0.04506511331
311	0.8712871287	0.04502261922
312	0.8712871287	0.0449894249
313	0.8712871287	0.04494841726
314	0.8712871287	0.04488072015
315	0.8712871287	0.04485216117
316	0.8712871287	0.04482874165
317	0.8712871287	0.04476297292
318	0.8708081363	0.04473775504
319	0.8708081363	0.04468916955
320	0.8708081363	0.0446593394
321	0.872246696	0.04459718404
322	0.8717666483	0.0445710211
323	0.8717666483	0.04455205676
324	0.8727272727	0.04449880588
325	0.8727272727	0.04445639613
326	0.8727272727	0.04443891514
327	0.8727272727	0.04442240924
328	0.8727272727	0.04438915639
329	0.8727272727	0.0443684749
330	0.8732083793	0.04430869864
331	0.8732083793	0.04427296152
332	0.8732083793	0.04424868202
333	0.8725868726	0.04422932561
334	0.8730684327	0.04419106951
335	0.8736900165	0.04416037876
336	0.8736900165	0.04414488616
337	0.8736900165	0.0441112532
338	0.8736900165	0.04407533377
339	0.8736900165	0.04403425073
340	0.8730684327	0.04402697661
341	0.8730684327	0.04400485945
342	0.8736900165	0.04398353885
343	0.8738292011	0.04395244612
344	0.8743109151	0.04393784213
345	0.8743109151	0.04391568073
346	0.8738292011	0.04386044657
347	0.8736900165	0.04378815531
348	0.8743109151	0.04374680204
349	0.8743109151	0.04371708612
350	0.8738292011	0.04367658736
351	0.8743109151	0.04364803312
352	0.8743109151	0.04362088281
353	0.8743109151	0.04359882562
354	0.8736900165	0.04354707974
355	0.8743109151	0.04352347225
356	0.8736900165	0.0434870588
357	0.8736900165	0.04344156379
358	0.8743109151	0.04340451237
359	0.8743109151	0.04338361209
360	0.8749311295	0.04332120146
361	0.8749311295	0.0432782705
362	0.8749311295	0.04326001419
363	0.8749311295	0.04321117533
364	0.8749311295	0.04318715285
365	0.8749311295	0.04315166853
366	0.8749311295	0.04313357206
367	0.8755506608	0.04308446047
368	0.8755506608	0.04306086764
369	0.8761695102	0.04303954345
370	0.8761695102	0.04301136091
371	0.8755506608	0.04299767089
372	0.8769994484	0.04297302913
373	0.8782369146	0.04294634391
374	0.8776185226	0.04292066006
